Species,Dr,EU_soil_texture
Acamptopappus shockleyi,0.4,
Larrea tridentata,0.5,
Lycium andersonii,0.5,
Lycium pallidum,0.5,
Ephedra nevadensis,0.5,
Ambrosia dumosa,0.5,
Krameria parvifolia,0.4,
Atriplex canescens,0.6,
Atriplex confertifolia,0.6,
Eriophorum vaginatum L,0.34,
Betula nana L.,0.23,
Pinus radiata,1.73,C
Lupinus ornatus,3.35,M
Lupinus leucophyllus,1.65,M
Astragalus -Phaca- arrectus,1.78,M
Agropyron spicatum,1.46,M
Festuca ovina ingrata,0.99,M
Poa sandbergii,0.33,M
Koeleria cristata,0.71,M
Balsamorhiza sagittata,2.69,M
Geranium vicosissimum,2.9,M
Wyethia amplexicaulis,1.96,M
Heuchera cylindrica var. glabella,1.8,M
Lomatium dissectum,1.7,M
Helianthella uniflora var. douglasii,1.65,M
Pyrrocoma racemosa,3.35,M
Lithospermum ruderale,1.91,M
Geum triflorum var. ciliatum,1.68,M
Sidalcea oregana,1.24,M
Hieracium scouleri,2.36,M
Potentilla blaschkeana,2.26,M
Eriogonum heracleoides,1,M
Rosa nutkana,2.44,M
Iris missouriensis,1.17,M
Berberis repens,3.05,M
Lomatium grayi,1.52,M
Polygonum majus,0.17,M
Panicum virgatum,2.74,M
Andropogon furcatus,2.08,M
Andropogon scoparius,0.71,C
Andropogon scoparius,1.65,F
Andropogon nutans,1.5,F
Stipa spartea,0.66,M
Koeleria cristata,0.53,M
Elymus canadensis,0.56,M
Agropyron repen,2.44,M
Sporobolus longifolius,1.02,M
Aristida oligantha,1.02,F
Bouteloua gracilis,1.17,C
Liatris punctata,4.8,F
Liatris punctata,2.03,F
Solidago rigida,1.52,M
Solidago canadensis,3.35,M
Silphium laciniatum,4.17,M
Amorpha canescens,2.29,M
Helianthus rigidus,1.27,M
Echinacea pallida,1.68,M
Petalostemon candidus,1.73,M
Vernonia baldwinii,3.51,M
Brickellia eupatorioides,5.26,M
Verbena stricta,1.22,M
Grindelia squarrosa,1.85,M
Glycyrrhiza lepidota,4.57,M
Psoralea tenuiflora,1.83,M
Psoralea argophylla,1.83,M
Andropogon furcatus,2.82,M
Echinacea pallida,2.44,M
Lygodesmia juncea,6.4,M
Lespedeza capitata,2.39,M
Amorpha canescens,3.91,M
Ceanothus ovatus,4.42,M
Symphoricarpos vulgaris,1.65,M
Rhus glabra,2.29,M
Corylus americana,3.51,M
Vitis vulpina,4.11,M
Rosa arkansana,6.45,M
Bouteloua gracilis,1.22,M
Aristida purpurea,1.3,M
Muhlenbergia gracillima,1.4,M
Gutierrezia sarothrae,1.98,M
Psoralea tenuiflora,3.71,M
Artemisia frigida,2.36,M
Argemone platyceras,3.66,M
Yucca glauca,2.13,M
Agropyron glaucum,2.13,M
Carex pennsylvanica,0.91,M
Andropogon scoparius,1.82,M
Stipa comata,1.52,M
Lithospermum linearifolium,3.03,M
Lygodesmia juncea,1.73,M
Oxytropis lambertii,2.44,M
Dalea purpurea,1.98,M
Petalostemon candidus,1.68,M
Eriogonum jamesii,3.66,M
Ratibida columnaris,0.64,M
Senecio aureus oblanceolatus,0.94,M
Asclepias verticillata pumila,1.21,M
Opuntia camanchica,0.89,M
Opuntia fragilis,0.38,M
Redfieldia flexuosa,1.42,C
Calamovilfa longifolia,1.52,C
Andropogon hallii,0.69,C
Muhlenbergia pungens,0.84,C
Sporobolus cryptandrus,0.56,C
Eriogonum microthecum,3.66,C
Tradescantia virginiana,0.48,C
Heliotropium convolvulaceum,0.64,C
Dalea villosa,1.52,C
Gilia longiflora,1.27,C
Euphorbia petaloidea,0.686,C
Psoralea lanceolata,3.05,C
Ipomoea leptophylla,3.05,C
Krynitzkia virgata,0.76,C
Paronychia jamesii,0.76,C
Aletes acaulis,0.76,C
Apocynum androsremifolium,1.22,C
Smilacina stellata,1.12,C
Pachylophus caespitosa Raim.,1.14,C
Thlaspi alpestre,0.38,C
Mentzelia multiflora,0.56,C
Eriogonum flavum,0.99,C
Elymus triticoides,1.17,C
Solidago oreophila,0.97,C
Rubus deliciosus,0.91,C
Besseya plantaginea,0.76,C
Geranium caespitosum,0.94,C
Calamagrostis purpurascens,0.81,C
Koeleria macrantha,0.41,C
Gilla aggregata,0.71,C
Potentilla arguta glandulosa,1.37,C
Frasera speciosa,0.76,C
Aster porteri,0.76,C
Smilacina stellata,0.56,C
Chamaenerion angustifolium,0.46,C
Chamaenerion angustifolium,1.22,C
Quercus macrocarpa,4.57,M
Pinus sylvestris var. mongolica,4.7,C
Pinus sylvestris var. mongolica,2.7,C
Eucalyptus tetrodonta,0.7,C
Eucalyptus umbra,10,C
Pinus resinosa,2.74,C
Linnaea borealis L.,3,C
Carex houghtonii Torr.,0.07,C
Gaultheria procumbens L,0.08,C
Maianthemum canadense Desf.,0.1,C
Amelanchier sp.,0.3,C
Apocynum androsaemifolium L.,0.3,C
Comptonia peregrina,0.3,C
Kalmia angustifolia L.,0.3,C
Lycopodium cornplanaturn L.,0.11,C
Lycopodium obscurum L.,0.12,C
Prunus pumila L.,0.3,C
Pteridium aquilinum,0.17,C
Vaccinium angustifolium Ait.,0.3,C
Vaccinium myrtilloides Michx.,0.3,C
Rubus allegheniensis Porter,0.4,C
Buchenavia and Symmeria spp.,1,F
Psychotria chagrensis,0.51,F
Psychotria horizontalis,0.33,F
Psychotria limonensis,0.92,F
Psychotria marginata,0.38,F
Psychotria furcata,0.29,F
Ficus sycomorus,24.38,C
Eucalyptus sideroxylon,27.43,C
Haloxylon ammodendron,10,C
Haloxylon ammodendron,3,M
Abies faxoniana,1.4,
Betula utilis,1,
Bashania fangiana,1,
Malus sylvestris,3.12,F
Larix kaempferi,1.52,C
Pinus sylvestris,0.98,C
Pinus contorta,0.89,C
Pinus nigra,0.81,C
Pinus sylvestris,0.08,
Larix kaempferi,0.56,M
Picea sitchensis,0.08,M
secondary evergreen and bamboo forest,2,
Pinus radiata,1.25,F
Eucalyptus populnea,5,F
Eucalyptus populnea,1.2,F
Eucalyptus populnea,1.6,M
Populus trichocarpa,1.25,C
Robinia pseudoacacia,1,M
Pinus tabulaeformis,1,M
Ostrowskia magnifica Regel,1.05,C
Nitraria sibirica,4.5,C
Haloxylon ammodendron,4.65,C
Haloxylon ammodendron,4.88,C
Pimpinella saxifraga,2.6509,C
Pimpinella saxifraga,1.1402,C
Knautia arvensis,1.7772,F
Geranium sylvaticum,0.4719,C
Sesleria albicans,0.5044,C
Anthyllis vulneraria,0.3982,C
Festuca supina,0.1393,C
Hypochaeris uniflora,0.5482,C
Taraxacum officinale,0.3187,C
Primula glutinosa,0.2515,C
Cerastium uniflorum,0.0829,M
Quercus robur,2.0823,C
Carpinus betulus,0.48,M
Carpinus betulus,0.27,M
Juniperus communis,1.08,C
Juniperus communis,1.47,C
Juniperus communis,3.09,C
Juniperus communis,2.05,F
Juniperus communis,0.87,M
Pinus sylvestris,1.88,C
Pinus sylvestris,3.99,F
Pinus sylvestris,9.73,C
Pinus sylvestris,1,C
Pinus sylvestris,0.58,C
Pinus sylvestris,2.19,C
Pinus sylvestris,0.47,C
Fagus sylvatica,0.99,F
Fagus sylvatica,1.68,C
Fagus sylvatica,0.29,C
Daphne mezereum,0.82,C
Picea abies,1.14,C
Picea abies,0.97,C
Epilobium angustifolium,0.29,C
Larix decidua,2.01,C
Larix decidua,0.7432,C
Larix decidua,1.3956,C
Pinus cembra,0.8024,M
Pinus cembra,0.3056,M
Pinus cembra,0.2736,M
Pinus cembra,0.1731,M
Pinus mugo,1.8671,M
Alnus viridis,1.5464,C
Genista radiata,2.2436,M
Genista radiata,0.5916,C
Erica carnea,0.3409,F
Erica carnea,0.3313,F
Calluna vulgaris,0.3537,C
Calluna vulgaris,0.4483,C
Calluna vulgaris,0.3698,M
Calluna vulgaris,0.3009,C
Calluna vulgaris,0.3973,C
Vaccinium myrtillus,0.1595,C
Vaccinium myrtillus,0.2,C
Vaccinium myrtillus,0.5765,C
Vaccinium vitis-idaea,0.1722,C
Vaccinium vitis-idaea,0.4526,C
Arctostaphylos uva-ursi,0.2729,C
Arctostaphylos uva-ursi,0.532,C
Juniperus communis,0.3277,C
Juniperus communis,0.8267,C
Rhododendron ferrugineum,0.3,C
Rhododendron hirsutum,0.9285,C
Rhodothamnus chamaecistus,0.132,C
Rhodothamnus chamaecistus,0.2414,C
Daphne striata,0.2725,C
Vaccinium gaultherioides,0.2859,C
Empetrum nigrum,0.2335,M
Empetrum nigrum,0.1478,C
Arctostaphylos alpina,0.4032,C
Arctostaphylos alpina,0.3244,C
Arctostaphylos alpina,0.3,C
Salix serpyllifolia,4.3055,C
Salix serpyllifolia,0.1588,C
Salix serpyllifolia,0.1149,C
Salix serpyllifolia,0.172,C
Salix reticulata,0.5401,C
Salix retusa,1.2521,C
Salix retusa,0.0796,C
Epilobium dodonaei,2.1613,C
Epilobium dodonaei,1.5019,C
Festuca calva,0.3049,C
Trisetum distichophyllum,0.4176,C
Festuca laxa,0.4219,M
Cerastium carinthiacum,0.735,M
Linaria alpina,0.5574,M
Campanula cespitosa,1.6097,M
Thlaspi minimum,0.8876,C
Thlaspi rotundifolium,0.8225,C
Alyssum ovirense,0.8431,C
Minuartia austriaca,1.0646,C
Papaver alpinum,1.7706,C
Papaver alpinum,0.4764,C
Rumex scutatus,1.9066,C
Dianthus monspessulanus,2.2021,C
Silene_vulgaris,2.4049,C
Athamanta cretensis,2.0284,C
Athamanta cretensis,2.1192,C
Achillea clavennae,2.0895,C
Geranium macrorrhizum,0.7816,C
Geranium macrorrhizum,0.839,C
Geranium macrorrhizum,0.8279,C
Wulfenia carinthiaca,1.5156,F
Wulfenia carinthiaca,1.3553,F
Wulfenia carinthiaca,0.7,F
Cirsium carniolicum,2.4561,F
Cirsium spinosissimum,0.8959,F
Cirsium erisithales,0.8035,F
Cicerbita alpina,0.7049,F
Peucedanum ostruthium,0.6432,F
Adenostyles alliariae,1.0289,F
Dryas octopetala,0.936,M
Potentilla nitida,0.7649,C
Draba aizoides,0.3379,C
Petrocallis pyrenaica,0.1883,C
Petrocallis pyrenaica,0.7024,C
Saponaria pumila,0.3437,C
Saponaria pumila,0.3522,C
Silene acaulis,0.2162,C
Silene acaulis,0.5805,C
Eritrichium nanum,0.0629,C
Eritrichium nanum,0.0707,C
Minuartia sedoides,0.3427,C
Oxyria digyna,0.2232,C
Oxyria digyna,0.2717,C
Androsace alpina,0.4815,C
Androsace wulfeniana,0.0624,C
Saxifraga moschata,0.1136,C
Saxifraga bryoides,0.1776,C
Saxifraga crustada,0.8897,C
Saxifraga paniculata,0.3489,C
Saxifraga caesia,0.085,C
Saxifraga aizoides,0.1253,C
Saxifraga oppositifolia,0.1062,C
Saxifraga rudolphiana,0.1694,C
Saxifraga biflora,0.1545,C
Primula auricula,0.1883,C
Hydrocharis morsus-ranae,0.2078,Wl
Stratiotes aloides,0.3062,Wl
Nuphar lutea,0.8384,Wl
Nuphar alba,0.9099,Wl
Potamogeton natans,1.9744,Wl
Potamogeton illinoensis,0.7151,Wl
Potamogeton perfoliatus,0.4189,Wl
Myriophyllum spicatum,0.9859,Wl
Hippuris vulgaris,0.5792,Wl
Schoenoplectus lacustris,0.8171,Wl
Alisma gramineum,0.7039,Wl
Alisma plantago-aquatica,0.2775,Wl
Sagittaria sagittifolia,0.7878,Wl
Butomus umbellatus,0.4574,Wl
Ranunculus lingua,0.8353,Wl
Glyceria fluitans,0.4857,Wl
Phragmites australis,2.7351,Wl
Cladium mariscus,0.2554,Wl
Carex elata,0.8996,Wl
Carex rostrata,0.6012,Wl
Equisetum fluviatile,0.9974,Wl
Typha latifolia,0.5386,Wl
Sparganium erectum,0.5652,Wl
Iris pseudacorus,0.5399,Wl
Acorus calamus,0.7262,Wl
Peucedanum palustre,0.1913,Wl
Calla palustris,0.3313,Wl
Menyanthes trifoliata,0.4335,Wl
Rhynchospora alba,0.163,Wl
Rhynchospora fusca,0.1349,Wl
Potentilla palustris,0.2103,Wl
Scheuchzeria palustris,0.6299,Wl
Carex limosa,0.4779,Wl
Trichophorum alpinum,0.1945,Wl
Carex davalliana,0.44,Wl
Schoenus ferrugineus,0.6156,Wl
Schoenus nigricans,0.5418,Wl
Salix repens,0.2303,Wl
Betula humilis,0.27,Wl
Betula nana,0.3437,Wl
Frangula alnus,0.25,Wl
Pinus sylvestris,0.22,Wl
Drosera rotundifolia,0.1283,Wl
Vaccinium oxycoccos,0.0404,Wl
Andromeda polifolia,0.2712,Wl
Rubus chamaemorus,0.7575,Wl
Ledum palustre,0.6008,Wl
Ledum palustre,0.3275,C
Empetrum nigrum,0.2825,C
Vaccinium uliginosum,0.1674,C
Polygonum bistorta,0.4461,C
Centaurea scabiosa,3.1765,C
Scirpoides holoschoenus,1.3178,C
Arundo donax,1.1132,C
Euphorbia paralias,0.7246,C
Euphorbia paralias,0.5103,C
Crithmum maritimum,0.6062,C
Xanthium strumarium,0.4397,C
Oenothera muricata,1.5744,C
Tamarix gallica,4.5007,C
Euphorbia wulfenii,0.5193,F
Smyrnium perfoliatum,0.2774,F
Bromus erectus,0.8939,F
Lathyrus pannonicus,0.5905,F
Muscari botryoides,0.0641,F
Ornithogalum kochii,0.1072,F
Convolvulus cantabrica,0.2861,F
Salvia officinalis,0.8946,F
Onosma echioides,0.7952,F
Asparagus acutifolius,0.8031,F
Pancratium maritimum,1.1167,C
Pancratium maritimum,0.9281,C
Urginea maritima,0.1833,F
Festuca jeanpertü,1.7428,C
Ferula communis,3.4512,F
Atractylis gummifera,0.7019,F
Thymus capitatus,1.0285,F
Aegopodium podagraria,1.3332,M
Aegopodium alpestre,0.3865,F
Ephedra sp.,3.9055,C
Ephedra sp.,1.9192,C
Haloxylon ammodendron,1.4756,C
Cecropia ficifolia,0.18,M
Eurotia ceratoides,9.2,M
Berberis vulgaris,0.7302,C
Fagus sylvatica,2.4,C
Trianthema hereroensis,1.41,C
Aloe litoralis,0.3944,C
Taraxacum officinale,1.44,C
,,
Commiphora saxicola,0.4552,
Trifolium repens,0.45,
Arthraerua leubnitziae,2.64,C
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
